-38.67658,-72.50619
-38.67688,-72.50652
-38.67697,-72.50659
-38.67704,-72.50663
-38.6771,-72.50666
-38.67716,-72.50666
-38.67733,-72.50667
-38.67747,-72.50641
-38.67754,-72.50631
-38.67783,-72.50581
-38.6783,-72.50509
-38.67888,-72.50426
-38.67913,-72.50453
-38.67945,-72.5048
-38.67971,-72.50507
-38.67996,-72.50532
-38.67998,-72.50534
-38.68026,-72.50561
-38.68076,-72.50612
-38.681,-72.50572
-38.68131,-72.50507
-38.68143,-72.50483
-38.68148,-72.50474
-38.6816,-72.5045
-38.68179,-72.50414
-38.68191,-72.50392
-38.68192,-72.5039
-38.68192,-72.50389
-38.68193,-72.50389
-38.68196,-72.50388
-38.68197,-72.50388
-38.68199,-72.50388
-38.68201,-72.50389
-38.68203,-72.5039
-38.68207,-72.50391
-38.68233,-72.5041
-38.68265,-72.50429
-38.68296,-72.50446
-38.68306,-72.50416
-38.68309,-72.50399
-38.68316,-72.50352
-38.68322,-72.50302
-38.68322,-72.50301
-38.68322,-72.503
-38.68322,-72.50299
-38.68322,-72.50298
-38.68323,-72.50298
-38.68323,-72.50297
-38.68323,-72.50296
-38.68323,-72.50295
-38.68323,-72.50294
-38.68323,-72.50293
-38.68323,-72.50292
-38.68323,-72.50291
-38.68323,-72.5029
-38.68323,-72.50289
-38.68323,-72.50288
-38.68324,-72.50287
-38.68324,-72.50286
-38.68324,-72.50285
-38.68324,-72.50284
-38.68324,-72.50283
-38.68324,-72.50282
-38.68324,-72.50281
-38.68324,-72.5028
-38.68324,-72.50279
-38.68325,-72.50278
-38.68325,-72.50277
-38.68325,-72.50276
-38.68325,-72.50275
-38.68325,-72.50274
-38.68325,-72.50273
-38.68325,-72.50272
-38.68325,-72.50271
-38.68325,-72.5027
-38.68325,-72.50269
-38.68326,-72.50269
-38.68326,-72.50268
-38.68326,-72.50267
-38.68326,-72.50266
-38.68326,-72.50265
-38.68326,-72.50264
-38.68326,-72.50263
-38.68326,-72.50262
-38.68326,-72.50261
-38.68326,-72.5026
-38.68327,-72.50259
-38.68327,-72.50258
-38.68327,-72.50257
-38.68327,-72.50256
-38.68327,-72.50255
-38.68328,-72.50254
-38.68328,-72.50253
-38.68328,-72.50252
-38.68329,-72.50252
-38.68329,-72.50251
-38.6833,-72.5025
-38.6833,-72.50249
-38.68331,-72.50249
-38.68331,-72.50248
-38.68332,-72.50248
-38.68333,-72.50248
-38.68337,-72.50248
-38.68347,-72.50252
-38.68348,-72.50253
-38.68349,-72.50253
-38.6835,-72.50254
-38.68351,-72.50254
